event,fighter1,fighter2,gender,weight_class,title_fight,winner,method_of_winning,number_of_rounds,round_won,time_won,fight_url
UFC Fight Night: Blaydes vs. Ngannou 2,Curtis Blaydes,Francis Ngannou,M,Heavyweight,NULL,Francis Ngannou,KO/TKO,5,1,0:45,http://ufcstats.com/fight-details/12e12307414dafc6
UFC Fight Night: Blaydes vs. Ngannou 2,Alistair Overeem,Sergei Pavlovich,M,Heavyweight,NULL,Alistair Overeem,KO/TKO,3,1,4:21,http://ufcstats.com/fight-details/1c43b38c1f4bdbe2
UFC Fight Night: Blaydes vs. Ngannou 2,Song Yadong,Vince Morales,M,Bantamweight,NULL,Song Yadong,Decision,3,3,5:00,http://ufcstats.com/fight-details/d755a29a49c9ee09
UFC Fight Night: Blaydes vs. Ngannou 2,Li Jingliang,David Zawada,M,Welterweight,NULL,Li Jingliang,KO/TKO,3,3,4:07,http://ufcstats.com/fight-details/21992c366d3b4602
UFC Fight Night: Blaydes vs. Ngannou 2,Song Kenan,Alex Morono,M,Welterweight,NULL,Alex Morono,Decision,3,3,5:00,http://ufcstats.com/fight-details/9e1853861f58191f
UFC Fight Night: Blaydes vs. Ngannou 2,Wu Yanan,Lauren Mueller,F,Women's Flyweight,NULL,Wu Yanan,Submission,3,1,4:00,http://ufcstats.com/fight-details/d1a93a55c8063ff3
UFC Fight Night: Blaydes vs. Ngannou 2,Hu Yaozong,Rashad Coulter,M,Heavyweight,NULL,Rashad Coulter,Decision,3,3,5:00,http://ufcstats.com/fight-details/438fbdd4cf27e324
UFC Fight Night: Blaydes vs. Ngannou 2,Zhang Weili,Jessica Aguilar,F,Women's Strawweight,NULL,Zhang Weili,Submission,3,1,3:41,http://ufcstats.com/fight-details/a932059e61f4c25e
UFC Fight Night: Blaydes vs. Ngannou 2,Pingyuan Liu,Martin Day,M,Bantamweight,NULL,Pingyuan Liu,Decision,3,3,5:00,http://ufcstats.com/fight-details/43af7c5772e8198f
UFC Fight Night: Blaydes vs. Ngannou 2,Yan Xiaonan,Syuri Kondo,F,Women's Strawweight,NULL,Yan Xiaonan,Decision,3,3,5:00,http://ufcstats.com/fight-details/e8093d77f566fe51
UFC Fight Night: Blaydes vs. Ngannou 2,Kevin Holland,John Phillips,M,Middleweight,NULL,Kevin Holland,Submission,3,3,4:05,http://ufcstats.com/fight-details/02731f017c838ad4
UFC Fight Night: Blaydes vs. Ngannou 2,Sumudaerji,Louis Smolka,M,Bantamweight,NULL,Louis Smolka,Submission,3,2,2:07,http://ufcstats.com/fight-details/8c109a0c53ed9618
UFC Fight Night: Magny vs. Ponzinibbio,Neil Magny,Santiago Ponzinibbio,M,Welterweight,NULL,Santiago Ponzinibbio,KO/TKO,5,4,2:36,http://ufcstats.com/fight-details/7e695ad026b2ec66
UFC Fight Night: Magny vs. Ponzinibbio,Ricardo Lamas,Darren Elkins,M,Featherweight,NULL,Ricardo Lamas,KO/TKO,3,3,4:09,http://ufcstats.com/fight-details/f9ab603b763998f7
UFC Fight Night: Magny vs. Ponzinibbio,Khalil Rountree Jr.,Johnny Walker,M,Heavyweight,NULL,Johnny Walker,KO/TKO,3,1,1:57,http://ufcstats.com/fight-details/51ce499611a5df68
UFC Fight Night: Magny vs. Ponzinibbio,Cezar Ferreira,Ian Heinisch,M,Middleweight,NULL,Ian Heinisch,Decision,3,3,5:00,http://ufcstats.com/fight-details/3bde8910fabf0dd3
UFC Fight Night: Magny vs. Ponzinibbio,Guido Cannetti,Marlon Vera,M,Bantamweight,NULL,Marlon Vera,Submission,3,2,1:31,http://ufcstats.com/fight-details/b9a3b520e68f8142
UFC Fight Night: Magny vs. Ponzinibbio,Cynthia Calvillo,Poliana Botelho,F,Women's Strawweight,NULL,Cynthia Calvillo,Submission,3,1,4:48,http://ufcstats.com/fight-details/99bfad1679112591
UFC Fight Night: Magny vs. Ponzinibbio,Michel Prazeres,Bartosz Fabinski,M,Welterweight,NULL,Michel Prazeres,Submission,3,1,1:02,http://ufcstats.com/fight-details/410aca28fda60f76
UFC Fight Night: Magny vs. Ponzinibbio,Alexandre Pantoja,Yuta Sasaki,M,Flyweight,NULL,Alexandre Pantoja,Submission,3,1,2:18,http://ufcstats.com/fight-details/961f434fe238f40e
UFC Fight Night: Magny vs. Ponzinibbio,Humberto Bandenay,Austin Arnett,M,Featherweight,NULL,Austin Arnett,Decision,3,3,5:00,http://ufcstats.com/fight-details/85f85003fadf7a7b
UFC Fight Night: Magny vs. Ponzinibbio,Laureano Staropoli,Hector Aldana,M,Welterweight,NULL,Laureano Staropoli,Decision,3,3,5:00,http://ufcstats.com/fight-details/629c0eb319e01374
UFC Fight Night: Magny vs. Ponzinibbio,Devin Powell,Jesus Pinedo,M,Lightweight,NULL,Jesus Pinedo,Decision,3,3,5:00,http://ufcstats.com/fight-details/9cd172df74575fd4
UFC Fight Night: Magny vs. Ponzinibbio,Nad Narimani,Anderson Dos Santos,M,Featherweight,NULL,Nad Narimani,Decision,3,3,5:00,http://ufcstats.com/fight-details/c7bc8750e9503805
UFC Fight Night: Korean Zombie vs. Rodriguez,Chan Sung Jung,Yair Rodriguez,M,Featherweight,NULL,Yair Rodriguez,KO/TKO,5,5,4:59,http://ufcstats.com/fight-details/0ccd16201ac41ef8
UFC Fight Night: Korean Zombie vs. Rodriguez,Donald Cerrone,Mike Perry,M,Welterweight,NULL,Donald Cerrone,Submission,3,1,4:46,http://ufcstats.com/fight-details/46cfd4aaa02ce202
UFC Fight Night: Korean Zombie vs. Rodriguez,Raquel Pennington,Germaine de Randamie,F,Women's Bantamweight,NULL,Germaine de Randamie,Decision,3,3,5:00,http://ufcstats.com/fight-details/0a667143584a2d96
UFC Fight Night: Korean Zombie vs. Rodriguez,Beneil Dariush,Thiago Moises,M,Lightweight,NULL,Beneil Dariush,Decision,3,3,5:00,http://ufcstats.com/fight-details/14cf0828d6e373ab
UFC Fight Night: Korean Zombie vs. Rodriguez,Maycee Barber,Hannah Cifers,F,Women's Strawweight,NULL,Maycee Barber,KO/TKO,3,2,2:01,http://ufcstats.com/fight-details/17f69a241aa952fd
UFC Fight Night: Korean Zombie vs. Rodriguez,Michael Trizano,Luis Pena,M,Lightweight,NULL,Michael Trizano,Decision,3,3,5:00,http://ufcstats.com/fight-details/2c84f2cb1bb23ab8
UFC Fight Night: Korean Zombie vs. Rodriguez,Ashley Yoder,Amanda Cooper,F,Women's Strawweight,NULL,Ashley Yoder,Decision,3,3,5:00,http://ufcstats.com/fight-details/bd5efa4b53dc1642
UFC Fight Night: Korean Zombie vs. Rodriguez,Davi Ramos,John Gunther,M,Lightweight,NULL,Davi Ramos,Submission,3,1,1:57,http://ufcstats.com/fight-details/933cf2674503c63d
UFC Fight Night: Korean Zombie vs. Rodriguez,Devonte Smith,Julian Erosa,M,Lightweight,NULL,Devonte Smith,KO/TKO,3,1,0:46,http://ufcstats.com/fight-details/79fb77a0b0294aec
UFC Fight Night: Korean Zombie vs. Rodriguez,Joseph Morales,Eric Shelton,M,Flyweight,NULL,Eric Shelton,Decision,3,3,5:00,http://ufcstats.com/fight-details/3210723fbb018fa7
UFC Fight Night: Korean Zombie vs. Rodriguez,Mark De La Rosa,Joby Sanchez,M,Bantamweight,NULL,Mark De La Rosa,Decision,3,3,5:00,http://ufcstats.com/fight-details/38abefbf24624a35
UFC 230: Cormier vs. Lewis,Daniel Cormier,Derrick Lewis,M,Heavyweight,Title Fight,Daniel Cormier,Submission,5,2,2:14,http://ufcstats.com/fight-details/e9700d51ec2b940b
UFC 230: Cormier vs. Lewis,Chris Weidman,Jacare Souza,M,Middleweight,NULL,Jacare Souza,KO/TKO,3,3,2:46,http://ufcstats.com/fight-details/c037cdc1de53de8e
UFC 230: Cormier vs. Lewis,David Branch,Jared Cannonier,M,Middleweight,NULL,Jared Cannonier,KO/TKO,3,2,0:39,http://ufcstats.com/fight-details/b4ec3e067604f90a
UFC 230: Cormier vs. Lewis,Karl Roberson,Jack Marshman,M,Middleweight,NULL,Karl Roberson,Decision,3,3,5:00,http://ufcstats.com/fight-details/7aede55e4e47c698
UFC 230: Cormier vs. Lewis,Derek Brunson,Israel Adesanya,M,Middleweight,NULL,Israel Adesanya,KO/TKO,3,1,4:51,http://ufcstats.com/fight-details/e4e1d12441b90866
UFC 230: Cormier vs. Lewis,Jason Knight,Jordan Rinaldi,M,Featherweight,NULL,Jordan Rinaldi,Decision,3,3,5:00,http://ufcstats.com/fight-details/78bb2b441917848c
UFC 230: Cormier vs. Lewis,Sijara Eubanks,Roxanne Modafferi,F,Women's Flyweight,NULL,Sijara Eubanks,Decision,3,3,5:00,http://ufcstats.com/fight-details/752f19e9c201ea57
UFC 230: Cormier vs. Lewis,Julio Arce,Sheymon Moraes,M,Featherweight,NULL,Sheymon Moraes,Decision,3,3,5:00,http://ufcstats.com/fight-details/41be95916aef568f
UFC 230: Cormier vs. Lewis,Lyman Good,Ben Saunders,M,Welterweight,NULL,Lyman Good,KO/TKO,3,1,1:32,http://ufcstats.com/fight-details/b8b2cdf962cc65a0
UFC 230: Cormier vs. Lewis,Shane Burgos,Kurt Holobaugh,M,Featherweight,NULL,Shane Burgos,Submission,3,1,2:11,http://ufcstats.com/fight-details/3729ff914eaede07
UFC 230: Cormier vs. Lewis,Adam Wieczorek,Marcos Rogerio de Lima,M,Heavyweight,NULL,Marcos Rogerio de Lima,Decision,3,3,5:00,http://ufcstats.com/fight-details/33116969380185a9
UFC Fight Night: Oezdemir vs. Smith,Volkan Oezdemir,Anthony Smith,M,Heavyweight,NULL,Anthony Smith,Submission,5,3,4:26,http://ufcstats.com/fight-details/96b59d89ecac66d0
UFC Fight Night: Oezdemir vs. Smith,Michael Johnson,Artem Lobov,M,Featherweight,NULL,Michael Johnson,Decision,3,3,5:00,http://ufcstats.com/fight-details/e202f273220aa533
UFC Fight Night: Oezdemir vs. Smith,Misha Cirkunov,Patrick Cummins,M,Heavyweight,NULL,Misha Cirkunov,Submission,3,1,2:40,http://ufcstats.com/fight-details/a9a770bac1261af9
UFC Fight Night: Oezdemir vs. Smith,Andre Soukhamthath,Jonathan Martinez,M,Bantamweight,NULL,Andre Soukhamthath,Decision,3,3,5:00,http://ufcstats.com/fight-details/e1eeb61d0669ce45
UFC Fight Night: Oezdemir vs. Smith,Gian Villante,Ed Herman,M,Heavyweight,NULL,Gian Villante,Decision,3,3,5:00,http://ufcstats.com/fight-details/53d6e37063f9c404
UFC Fight Night: Oezdemir vs. Smith,Alex Garcia,Court McGee,M,Welterweight,NULL,Court McGee,Decision,3,3,5:00,http://ufcstats.com/fight-details/8a08b8043f83d245
UFC Fight Night: Oezdemir vs. Smith,Nordine Taleb,Sean Strickland,M,Welterweight,NULL,Sean Strickland,KO/TKO,3,2,3:10,http://ufcstats.com/fight-details/6fd7f6f1deaef4e8
UFC Fight Night: Oezdemir vs. Smith,Thibault Gouti,Nasrat Haqparast,M,Lightweight,NULL,Nasrat Haqparast,Decision,3,3,5:00,http://ufcstats.com/fight-details/3d7ea6012fd8f786
UFC Fight Night: Oezdemir vs. Smith,Calvin Kattar,Chris Fishgold,M,Featherweight,NULL,Calvin Kattar,KO/TKO,3,1,4:11,http://ufcstats.com/fight-details/bd0622b184ab4f28
UFC Fight Night: Oezdemir vs. Smith,Sarah Moras,Talita Bernardo,F,Women's Bantamweight,NULL,Talita Bernardo,Decision,3,3,5:00,http://ufcstats.com/fight-details/8dcfa933877e3a0b
UFC Fight Night: Oezdemir vs. Smith,Te Edwards,Don Madge,M,Lightweight,NULL,Don Madge,KO/TKO,3,2,0:14,http://ufcstats.com/fight-details/9d204f44a9988b93
UFC Fight Night: Oezdemir vs. Smith,Arjan Bhullar,Marcelo Golm,M,Heavyweight,NULL,Arjan Bhullar,Decision,3,3,5:00,http://ufcstats.com/fight-details/4f42acd810ed5173
UFC Fight Night: Oezdemir vs. Smith,Stevie Ray,Jessin Ayari,M,Lightweight,NULL,Stevie Ray,Decision,3,3,5:00,http://ufcstats.com/fight-details/53bb7c4a606d60c0
UFC 229: Khabib vs. McGregor,Khabib Nurmagomedov,Conor McGregor,M,Lightweight,Title Fight,Khabib Nurmagomedov,Submission,5,4,3:03,http://ufcstats.com/fight-details/3eea92e7f26fb05b
UFC 229: Khabib vs. McGregor,Tony Ferguson,Anthony Pettis,M,Lightweight,NULL,Tony Ferguson,KO/TKO,3,2,5:00,http://ufcstats.com/fight-details/8f6dda53ea3b09c7
UFC 229: Khabib vs. McGregor,Ovince Saint Preux,Dominick Reyes,M,Heavyweight,NULL,Dominick Reyes,Decision,3,3,5:00,http://ufcstats.com/fight-details/3c5442bb62ca1505
UFC 229: Khabib vs. McGregor,Derrick Lewis,Alexander Volkov,M,Heavyweight,NULL,Derrick Lewis,KO/TKO,3,3,4:49,http://ufcstats.com/fight-details/397ace87deeb8697
UFC 229: Khabib vs. McGregor,Michelle Waterson-Gomez,Felice Herrig,F,Women's Strawweight,NULL,Michelle Waterson-Gomez,Decision,3,3,5:00,http://ufcstats.com/fight-details/adee1fc200ed1a12
UFC 229: Khabib vs. McGregor,Sergio Pettis,Jussier Formiga,M,Flyweight,NULL,Jussier Formiga,Decision,3,3,5:00,http://ufcstats.com/fight-details/8f5482992dad74d2
UFC 229: Khabib vs. McGregor,Vicente Luque,Jalin Turner,M,Welterweight,NULL,Vicente Luque,KO/TKO,3,1,3:52,http://ufcstats.com/fight-details/48ea8a30f7b88cfc
UFC 229: Khabib vs. McGregor,Aspen Ladd,Tonya Evinger,F,Women's Bantamweight,NULL,Aspen Ladd,KO/TKO,3,1,3:26,http://ufcstats.com/fight-details/e2e524bb5392a3ea
UFC 229: Khabib vs. McGregor,Scott Holtzman,Alan Patrick,M,Lightweight,NULL,Scott Holtzman,KO/TKO,3,3,3:42,http://ufcstats.com/fight-details/c835ccffa472970e
UFC 229: Khabib vs. McGregor,Lina Lansberg,Yana Santos,F,Women's Bantamweight,NULL,Yana Santos,Decision,3,3,5:00,http://ufcstats.com/fight-details/21be9181725ab599
UFC 229: Khabib vs. McGregor,Gray Maynard,Nik Lentz,M,Lightweight,NULL,Nik Lentz,KO/TKO,3,2,1:19,http://ufcstats.com/fight-details/9bc042a700d9a531
UFC 229: Khabib vs. McGregor,Ryan LaFlare,Anthony Rocco Martin,M,Welterweight,NULL,Anthony Rocco Martin,KO/TKO,3,3,1:00,http://ufcstats.com/fight-details/68ba4aca75b02496
UFC Fight Night: Marreta vs. Anders,Thiago Santos,Eryk Anders,M,Heavyweight,NULL,Thiago Santos,KO/TKO,5,3,5:00,http://ufcstats.com/fight-details/7cdda45e7d52bf40
UFC Fight Night: Marreta vs. Anders,Alex Oliveira,Carlo Pedersoli Jr.,M,Welterweight,NULL,Alex Oliveira,KO/TKO,3,1,0:39,http://ufcstats.com/fight-details/a409a5381f082e8f
UFC Fight Night: Marreta vs. Anders,Sam Alvey,Rogerio Nogueira,M,Heavyweight,NULL,Rogerio Nogueira,KO/TKO,3,2,1:00,http://ufcstats.com/fight-details/1669773acd404217
UFC Fight Night: Marreta vs. Anders,Renan Barao,Andre Ewell,M,Bantamweight,NULL,Andre Ewell,Decision,3,3,5:00,http://ufcstats.com/fight-details/f4187c30c311eb93
UFC Fight Night: Marreta vs. Anders,Charles Oliveira,Christos Giagos,M,Lightweight,NULL,Charles Oliveira,Submission,3,2,3:22,http://ufcstats.com/fight-details/ba766bd03090dab9
UFC Fight Night: Marreta vs. Anders,Francisco Trinaldo,Evan Dunham,M,Lightweight,NULL,Francisco Trinaldo,KO/TKO,3,2,4:10,http://ufcstats.com/fight-details/3d9398386c84109b
UFC Fight Night: Marreta vs. Anders,Luis Henrique,Ryan Spann,M,Heavyweight,NULL,Ryan Spann,Decision,3,3,5:00,http://ufcstats.com/fight-details/30eaf1650bc359b3
UFC Fight Night: Marreta vs. Anders,Augusto Sakai,Chase Sherman,M,Heavyweight,NULL,Augusto Sakai,KO/TKO,3,3,4:03,http://ufcstats.com/fight-details/d7c7b312279104d2
UFC Fight Night: Marreta vs. Anders,Sergio Moraes,Ben Saunders,M,Welterweight,NULL,Sergio Moraes,Submission,3,2,4:42,http://ufcstats.com/fight-details/b509c337d181c567
UFC Fight Night: Marreta vs. Anders,Mayra Bueno Silva,Gillian Robertson,F,Women's Flyweight,NULL,Mayra Bueno Silva,Submission,3,1,4:55,http://ufcstats.com/fight-details/0c618cd41b88c558
UFC Fight Night: Marreta vs. Anders,Thales Leites,Hector Lombard,M,Middleweight,NULL,Thales Leites,Decision,3,3,5:00,http://ufcstats.com/fight-details/c5479f20e4db357d
UFC Fight Night: Marreta vs. Anders,Elizeu Zaleski dos Santos,Luigi Vendramini,M,Welterweight,NULL,Elizeu Zaleski dos Santos,KO/TKO,3,2,1:20,http://ufcstats.com/fight-details/1c6d3ef6beb9966e
UFC Fight Night: Marreta vs. Anders,Livinha Souza,Alex Chambers,F,Women's Strawweight,NULL,Livinha Souza,Submission,3,1,1:21,http://ufcstats.com/fight-details/37ff18106c6e38fc
UFC Fight Night: Hunt vs. Oleinik,Mark Hunt,Aleksei Oleinik,M,Heavyweight,NULL,Aleksei Oleinik,Submission,5,1,4:26,http://ufcstats.com/fight-details/eebb4dde70a67369
UFC Fight Night: Hunt vs. Oleinik,Jan Blachowicz,Nikita Krylov,M,Heavyweight,NULL,Jan Blachowicz,Submission,3,2,2:41,http://ufcstats.com/fight-details/880f2bb0a639a5a0
UFC Fight Night: Hunt vs. Oleinik,Andrei Arlovski,Shamil Abdurakhimov,M,Heavyweight,NULL,Shamil Abdurakhimov,Decision,3,3,5:00,http://ufcstats.com/fight-details/a7e8416f0d57c8e0
UFC Fight Night: Hunt vs. Oleinik,Aleksei Kunchenko,Thiago Alves,M,Welterweight,NULL,Aleksei Kunchenko,Decision,3,3,5:00,http://ufcstats.com/fight-details/dd0a3aedba5cee87
UFC Fight Night: Hunt vs. Oleinik,Khalid Murtazaliev,CB Dollaway,M,Middleweight,NULL,Khalid Murtazaliev,KO/TKO,3,2,5:00,http://ufcstats.com/fight-details/d40f865aa6be9cd0
UFC Fight Night: Hunt vs. Oleinik,Petr Yan,Jin Soo Son,M,Bantamweight,NULL,Petr Yan,Decision,3,3,5:00,http://ufcstats.com/fight-details/c76fd2ddcbc4713d
UFC Fight Night: Hunt vs. Oleinik,Rustam Khabilov,Kajan Johnson,M,Lightweight,NULL,Rustam Khabilov,Decision,3,3,5:00,http://ufcstats.com/fight-details/ba33d0868b25483b
UFC Fight Night: Hunt vs. Oleinik,Mairbek Taisumov,Desmond Green,M,Lightweight,NULL,Mairbek Taisumov,Decision,3,3,5:00,http://ufcstats.com/fight-details/f56c6646b54c0662
UFC Fight Night: Hunt vs. Oleinik,Magomed Ankalaev,Marcin Prachnio,M,Heavyweight,NULL,Magomed Ankalaev,KO/TKO,3,1,3:09,http://ufcstats.com/fight-details/1687e2cd061b7aec
UFC Fight Night: Hunt vs. Oleinik,Adam Yandiev,Jordan Johnson,M,Middleweight,NULL,Jordan Johnson,Submission,3,2,0:42,http://ufcstats.com/fight-details/ed72edc2ce0f3c5f
UFC Fight Night: Hunt vs. Oleinik,Ramazan Emeev,Stefan Sekulic,M,Welterweight,NULL,Ramazan Emeev,Decision,3,3,5:00,http://ufcstats.com/fight-details/67f559403a6ec7cb
UFC Fight Night: Hunt vs. Oleinik,Merab Dvalishvili,Terrion Ware,M,Bantamweight,NULL,Merab Dvalishvili,Decision,3,3,5:00,http://ufcstats.com/fight-details/6455d9c54d99b851
UFC 228: Woodley vs. Till,Tyron Woodley,Darren Till,M,Welterweight,Title Fight,Tyron Woodley,Submission,5,2,4:19,http://ufcstats.com/fight-details/b66ac52bfb217761
UFC 228: Woodley vs. Till,Jessica Andrade,Karolina Kowalkiewicz,F,Women's Strawweight,NULL,Jessica Andrade,KO/TKO,3,1,1:58,http://ufcstats.com/fight-details/dbf786f9808c6a08
UFC 228: Woodley vs. Till,Zabit Magomedsharipov,Brandon Davis,M,Featherweight,NULL,Zabit Magomedsharipov,Submission,3,2,3:46,http://ufcstats.com/fight-details/b2625001e0b89369
UFC 228: Woodley vs. Till,Jimmie Rivera,John Dodson,M,Bantamweight,NULL,Jimmie Rivera,Decision,3,3,5:00,http://ufcstats.com/fight-details/82342dc6be82778b
UFC 228: Woodley vs. Till,Abdul Razak Alhassan,Niko Price,M,Welterweight,NULL,Abdul Razak Alhassan,KO/TKO,3,1,0:43,http://ufcstats.com/fight-details/f3bebb48771a414a
UFC 228: Woodley vs. Till,Carla Esparza,Tatiana Suarez,F,Women's Strawweight,NULL,Tatiana Suarez,KO/TKO,3,3,4:33,http://ufcstats.com/fight-details/fd61e6146f3b2942
UFC 228: Woodley vs. Till,Aljamain Sterling,Cody Stamann,M,Bantamweight,NULL,Aljamain Sterling,Submission,3,2,3:42,http://ufcstats.com/fight-details/e65ffb177a2c7669
UFC 228: Woodley vs. Till,Geoff Neal,Frank Camacho,M,Welterweight,NULL,Geoff Neal,KO/TKO,3,2,1:23,http://ufcstats.com/fight-details/6caf9ebf42ddae2e
UFC 228: Woodley vs. Till,Charles Byrd,Darren Stewart,M,Middleweight,NULL,Darren Stewart,KO/TKO,3,2,2:17,http://ufcstats.com/fight-details/7658965c2a700b39
UFC 228: Woodley vs. Till,Diego Sanchez,Craig White,M,Welterweight,NULL,Diego Sanchez,Decision,3,3,5:00,http://ufcstats.com/fight-details/294a9e9780afa789
UFC 228: Woodley vs. Till,Jim Miller,Alex White,M,Lightweight,NULL,Jim Miller,Submission,3,1,1:29,http://ufcstats.com/fight-details/e40a5bd62ce710ac
UFC 228: Woodley vs. Till,Irene Aldana,Lucie Pudilova,F,Women's Bantamweight,NULL,Irene Aldana,Decision,3,3,5:00,http://ufcstats.com/fight-details/a65909d4083c2088
UFC 228: Woodley vs. Till,Robert Sanchez,Jarred Brooks,M,Flyweight,NULL,Jarred Brooks,Decision,3,3,5:00,http://ufcstats.com/fight-details/9399c772adc7bcab
UFC Fight Night: Gaethje vs. Vick,Justin Gaethje,James Vick,M,Lightweight,NULL,Justin Gaethje,KO/TKO,5,1,1:27,http://ufcstats.com/fight-details/d6f6ac29008509db
UFC Fight Night: Gaethje vs. Vick,Michael Johnson,Andre Fili,M,Featherweight,NULL,Michael Johnson,Decision,3,3,5:00,http://ufcstats.com/fight-details/48a9d2a3967d13a4
UFC Fight Night: Gaethje vs. Vick,Cortney Casey,Angela Hill,F,Women's Strawweight,NULL,Cortney Casey,Decision,3,3,5:00,http://ufcstats.com/fight-details/f20e742e6b0c0b3b
UFC Fight Night: Gaethje vs. Vick,Jake Ellenberger,Bryan Barberena,M,Welterweight,NULL,Bryan Barberena,KO/TKO,3,1,2:26,http://ufcstats.com/fight-details/aa91cb7567d6c48a
UFC Fight Night: Gaethje vs. Vick,John Moraga,Deiveson Figueiredo,M,Flyweight,NULL,Deiveson Figueiredo,KO/TKO,3,2,3:08,http://ufcstats.com/fight-details/7fe1486a2c33bf91
UFC Fight Night: Gaethje vs. Vick,Eryk Anders,Tim Williams,M,Middleweight,NULL,Eryk Anders,KO/TKO,3,3,4:42,http://ufcstats.com/fight-details/3b701c0a0525341b
UFC Fight Night: Gaethje vs. Vick,James Krause,Warlley Alves,M,Welterweight,NULL,James Krause,KO/TKO,3,2,2:28,http://ufcstats.com/fight-details/62fecd327391557e
UFC Fight Night: Gaethje vs. Vick,Cory Sandhagen,Iuri Alcantara,M,Bantamweight,NULL,Cory Sandhagen,KO/TKO,3,2,1:01,http://ufcstats.com/fight-details/3e0090669d51415f
UFC Fight Night: Gaethje vs. Vick,Andrew Sanchez,Markus Perez,M,Middleweight,NULL,Andrew Sanchez,Decision,3,3,5:00,http://ufcstats.com/fight-details/5e3779f7c1c39679
UFC Fight Night: Gaethje vs. Vick,Mickey Gall,George Sullivan,M,Welterweight,NULL,Mickey Gall,Submission,3,1,1:09,http://ufcstats.com/fight-details/67e1ec8ee2db3423
UFC Fight Night: Gaethje vs. Vick,Joanne Wood,Kalindra Faria,F,Women's Flyweight,NULL,Joanne Wood,Submission,3,1,4:57,http://ufcstats.com/fight-details/9115354413739aa8
UFC Fight Night: Gaethje vs. Vick,Drew Dober,Jon Tuck,M,Lightweight,NULL,Drew Dober,Decision,3,3,5:00,http://ufcstats.com/fight-details/047d6739aa1d5c1e
UFC Fight Night: Gaethje vs. Vick,Rani Yahya,Luke Sanders,M,Bantamweight,NULL,Rani Yahya,Submission,3,1,1:31,http://ufcstats.com/fight-details/5362ea7c63432cf9
UFC 227: Dillashaw vs. Garbrandt 2,TJ Dillashaw,Cody Garbrandt,M,Bantamweight,Title Fight,TJ Dillashaw,KO/TKO,5,1,4:10,http://ufcstats.com/fight-details/de32c5a78aaf89e9
UFC 227: Dillashaw vs. Garbrandt 2,Demetrious Johnson,Henry Cejudo,M,Flyweight,Title Fight,Henry Cejudo,Decision,5,5,5:00,http://ufcstats.com/fight-details/f2ca358ea9bec156
UFC 227: Dillashaw vs. Garbrandt 2,Cub Swanson,Renato Moicano,M,Featherweight,NULL,Renato Moicano,Submission,3,1,4:15,http://ufcstats.com/fight-details/520f6379fefd8fda
UFC 227: Dillashaw vs. Garbrandt 2,Polyana Viana,JJ Aldrich,F,Women's Strawweight,NULL,JJ Aldrich,Decision,3,3,5:00,http://ufcstats.com/fight-details/d2f6b87189908088
UFC 227: Dillashaw vs. Garbrandt 2,Thiago Santos,Kevin Holland,M,Middleweight,NULL,Thiago Santos,Decision,3,3,5:00,http://ufcstats.com/fight-details/3b03f8d3a55f3cb2
UFC 227: Dillashaw vs. Garbrandt 2,Pedro Munhoz,Brett Johns,M,Bantamweight,NULL,Pedro Munhoz,Decision,3,3,5:00,http://ufcstats.com/fight-details/c8a9d3917d77ede2
UFC 227: Dillashaw vs. Garbrandt 2,Ricky Simon,Montel Jackson,M,Bantamweight,NULL,Ricky Simon,Decision,3,3,5:00,http://ufcstats.com/fight-details/e57a78a422439774
UFC 227: Dillashaw vs. Garbrandt 2,Ricardo Ramos,Kyung Ho Kang,M,Bantamweight,NULL,Ricardo Ramos,Decision,3,3,5:00,http://ufcstats.com/fight-details/65223fa6055df489
