fighter_name,height_cm,weight_pounds,reach_cm,stance,date_of_birth,f_wins,win_rate,f_losses,loss_rate,f_draws,draw_rate,f_dc_nc,dc_nc_rate,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Acc,career_TD_Def,career_Sub_Avg
Clay Mitchell,187.96,185.0,NA,NA,NA,1,33%,2,67%,0,0%,0.0,0%,1.63,85%,NA,NA,0.0,NA,100%
Bryce Mitchell,177.8,145.0,177.8,Southpaw,1994-10-04,17,85%,3,15%,0,0%,0.0,0%,2.31,59%,1.53,NA,3.39,43%,33%
Maurice Mitchell,175.26,145.0,NA,Orthodox,1987-06-29,11,85%,2,15%,0,0%,0.0,0%,3.8,55%,3.54,NA,0.0,NA,100%
Terrence Mitchell,177.8,135.0,187.96,Orthodox,1989-12-30,14,78%,4,22%,0,0%,0.0,0%,2.21,34%,8.85,41%,3.69,NA,0%
Roman Mitichyan,177.8,170.0,NA,Orthodox,1978-09-04,8,73%,3,27%,0,0%,0.0,0%,0.26,16%,2.7,43%,1.93,NA,25%
Matt Mitrione,190.5,265.0,208.28,Switch,1978-07-15,12,71%,5,29%,0,0%,0.0,0%,3.55,NA,2.79,64%,0.0,NA,55%
Eiji Mitsuoka,170.18,145.0,NA,Southpaw,1976-01-01,18,62%,9,31%,2,7%,0.0,0%,1.49,49%,2.26,45%,2.3,36%,20%
Hiromitsu Miura,175.26,170.0,180.34,Orthodox,1981-09-22,12,63%,7,37%,0,0%,0.0,0%,2.12,34%,2.12,58%,2.23,NA,69%
Jonathan  Mix,182.88,168.0,NA,NA,1980-11-09,7,64%,4,36%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Tomoya Miyashita,170.18,139.0,NA,Southpaw,NA,17,52%,9,27%,7,21%,0.0,0%,1.67,65%,0.93,33%,4.0,NA,0%
Kazuyuki Miyata,172.72,139.0,NA,Orthodox,NA,15,62%,9,38%,0,0%,0.0,0%,2.04,52%,1.82,63%,4.31,46%,68%
Motoki Miyazawa,180.34,168.0,NA,Southpaw,NA,7,70%,3,30%,0,0%,0.0,0%,1.23,28%,3.91,61%,0.0,NA,0%
Takeya Mizugaki,170.18,135.0,175.26,Orthodox,1983-12-16,21,62%,11,32%,2,6%,0.0,0%,3.37,37%,3.27,57%,1.46,57%,70%
Mizuki,160.02,115.0,165.1,Orthodox,1994-08-19,15,71%,6,29%,0,0%,0.0,0%,4.56,NA,5.62,48%,0.33,14%,85%
Tatsuya Mizuno,185.42,205.0,NA,Southpaw,1981-06-02,16,55%,12,41%,1,3%,0.0,0%,2.25,37%,3.52,53%,1.19,25%,40%
Roxanne Modafferi,170.18,125.0,175.26,Orthodox,1982-09-24,25,54%,21,46%,0,0%,0.0,0%,3.35,NA,5.7,51%,1.35,23%,30%
Bobby Moffett,177.8,145.0,185.42,Orthodox,1990-06-01,13,68%,5,26%,0,0%,1.0,5%,3.41,39%,3.15,61%,2.74,66%,66%
Bronson Mohika,NA,135.0,NA,NA,NA,1,50%,1,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Nate Mohr,175.26,155.0,182.88,Orthodox,1983-03-03,9,56%,7,44%,0,0%,0.0,0%,3.79,41%,2.5,74%,0.45,NA,71%
Renato Moicano,180.34,155.0,182.88,Orthodox,1989-05-21,20,77%,5,19%,1,4%,0.0,0%,4.42,49%,3.6,NA,1.87,44%,72%
Thiago Moises,175.26,155.0,177.8,Orthodox,1995-03-23,18,69%,8,31%,0,0%,0.0,0%,2.39,NA,4.14,54%,1.47,35%,55%
Muhammad Mokaev,170.18,125.0,177.8,Orthodox,2000-07-30,13,93%,0,0%,0,0%,1.0,7%,1.61,45%,1.35,57%,5.29,41%,25%
Ashkan Mokhtarian,167.64,125.0,170.18,Southpaw,1985-09-15,13,81%,3,19%,0,0%,0.0,0%,1.95,43%,3.66,43%,0.54,16%,33%
Suman Mokhtarian,172.72,145.0,182.88,Orthodox,1992-06-13,8,62%,5,38%,0,0%,0.0,0%,2.21,43%,6.85,48%,0.0,NA,0%
Dan Molina,177.8,216.0,NA,NA,1984-06-14,13,59%,9,41%,0,0%,0.0,0%,NA,NA,5.58,NA,0.0,NA,0%
Jeff Molina,167.64,125.0,175.26,Orthodox,1997-07-17,11,85%,2,15%,0,0%,0.0,0%,7.25,48%,5.04,55%,0.0,NA,66%
Rudyard Moncayo,177.8,195.0,NA,Orthodox,NA,0,0%,3,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Hidetaka Monma,182.88,168.0,NA,Orthodox,1973-10-23,18,55%,11,33%,4,12%,0.0,0%,1.67,25%,9.76,34%,0.0,NA,0%
Jeff Monson,175.26,247.0,187.96,Orthodox,1971-01-18,60,69%,26,30%,1,1%,0.0,0%,0.97,NA,2.87,59%,1.06,12%,66%
Darrell Montague,167.64,125.0,170.18,Southpaw,1987-11-03,13,72%,5,28%,0,0%,0.0,0%,1.92,25%,5.38,52%,0.72,25%,33%
Andrew Montanez,NA,185.0,NA,NA,NA,9,41%,12,55%,1,5%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Augusto Montano,185.42,170.0,185.42,Orthodox,1984-10-25,15,83%,3,17%,0,0%,0.0,0%,3.46,46%,2.66,56%,0.0,NA,66%
Erick Montano,182.88,170.0,185.42,Orthodox,1985-11-19,7,58%,5,42%,0,0%,0.0,0%,2.79,44%,2.06,64%,2.29,36%,66%
Nicco Montano,165.1,135.0,165.1,Southpaw,1988-12-16,5,62%,3,38%,0,0%,0.0,0%,5.6,41%,4.43,64%,2.25,54%,69%
Antonio Monteiro,170.18,145.0,177.8,Orthodox,1995-07-02,17,71%,5,21%,1,4%,1.0,4%,3.93,49%,8.33,33%,1.0,33%,66%
Alberto Montes,170.18,145.0,175.26,Orthodox,1994-05-31,11,92%,1,8%,0,0%,0.0,0%,4.98,66%,4.85,57%,0.0,NA,66%
Steve Montgomery,193.04,185.0,NA,Southpaw,1990-12-19,9,64%,5,36%,0,0%,0.0,0%,4.85,39%,4.12,47%,0.0,NA,64%
James Moontasri,177.8,170.0,180.34,Switch,1988-04-10,9,64%,5,36%,0,0%,0.0,0%,2.39,48%,3.86,NA,0.0,NA,79%
Homer Moore,177.8,205.0,NA,Orthodox,1971-11-27,26,70%,9,24%,2,5%,0.0,0%,0.68,NA,0.68,NA,5.07,66%,0%
Todd Moore,175.26,170.0,180.34,Southpaw,1983-12-30,16,70%,7,30%,0,0%,0.0,0%,1.83,26%,2.3,57%,0.78,14%,54%
Nate Moore,182.88,170.0,NA,NA,NA,8,67%,4,33%,0,0%,0.0,0%,2.21,25%,2.87,42%,1.23,16%,25%
Dustin Moore,162.56,125.0,NA,NA,NA,0,0%,2,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Taylor Moore,177.8,135.0,177.8,Southpaw,1993-10-16,10,67%,5,33%,0,0%,0.0,0%,0.2,75%,2.07,42%,0.0,NA,25%
Sergio Moraes,182.88,170.0,182.88,Orthodox,1982-07-23,14,67%,6,29%,1,5%,0.0,0%,2.42,42%,3.73,59%,1.2,38%,75%
Marlon Moraes,167.64,135.0,170.18,Orthodox,1988-04-26,23,68%,10,29%,1,3%,0.0,0%,3.37,NA,4.53,54%,0.87,41%,46%
Sheymon Moraes,172.72,145.0,182.88,Orthodox,1990-10-11,11,73%,4,27%,0,0%,0.0,0%,3.0,42%,3.64,63%,0.0,NA,53%
John Moraga,167.64,125.0,167.64,Orthodox,1984-03-20,19,73%,7,27%,0,0%,0.0,0%,2.57,43%,2.55,56%,0.62,23%,44%
Ricardo Morais,203.2,270.0,NA,Orthodox,1967-02-26,10,67%,4,27%,1,7%,0.0,0%,2.86,37%,2.39,53%,0.0,NA,0%
Leonardo Morales,172.72,135.0,NA,Southpaw,1992-12-22,6,75%,2,25%,0,0%,0.0,0%,2.05,47%,2.05,58%,0.0,NA,62%
Albert Morales,175.26,135.0,182.88,Orthodox,1991-05-25,7,58%,4,33%,1,8%,0.0,0%,3.81,35%,3.96,56%,0.91,35%,70%
Joseph Morales,167.64,125.0,175.26,Switch,1994-08-22,9,82%,2,18%,0,0%,0.0,0%,1.58,37%,1.72,NA,0.53,NA,23%
Vince Morales,170.18,135.0,177.8,Orthodox,1990-11-12,16,67%,8,33%,0,0%,0.0,0%,3.98,36%,4.48,53%,0.36,NA,65%
Omar Morales,180.34,155.0,185.42,Orthodox,1985-10-17,11,73%,4,27%,0,0%,0.0,0%,3.42,NA,3.18,58%,0.46,NA,63%
Michael Morales,182.88,170.0,200.66,Orthodox,1999-06-24,17,100%,0,0%,0,0%,0.0,0%,5.42,48%,3.42,52%,1.16,41%,92%
Sarah Moras,170.18,135.0,170.18,Orthodox,1988-04-30,6,43%,8,57%,0,0%,0.0,0%,2.28,34%,3.58,NA,0.67,21%,33%
Christian Morecraft,198.12,260.0,205.74,Orthodox,1986-09-08,8,73%,3,27%,0,0%,0.0,0%,2.82,34%,2.46,46%,3.26,66%,50%
Joe Moreira,180.34,195.0,NA,Southpaw,NA,2,50%,2,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Richardson Moreira,187.96,185.0,NA,Orthodox,1984-03-31,7,64%,4,36%,0,0%,0.0,0%,1.17,28%,1.83,67%,0.0,NA,100%
Gisele Moreira,167.64,135.0,NA,Orthodox,1981-01-14,8,73%,3,27%,0,0%,0.0,0%,5.93,42%,6.33,48%,4.0,57%,0%
Vinicius Moreira,193.04,205.0,193.04,Orthodox,1989-02-28,9,64%,5,36%,0,0%,0.0,0%,3.15,59%,5.07,43%,1.97,18%,0%
Jesse Moreng,170.18,145.0,NA,Orthodox,1979-11-09,9,90%,1,10%,0,0%,0.0,0%,1.26,NA,2.08,48%,5.56,NA,100%
Brandon Moreno,170.18,125.0,177.8,Orthodox,1993-12-07,22,69%,8,25%,2,6%,0.0,0%,3.99,43%,3.53,NA,1.59,46%,64%
Mike Moreno,182.88,185.0,NA,NA,NA,6,55%,5,45%,0,0%,0.0,0%,1.27,51%,1.07,58%,0.0,NA,44%
Dan Moret,182.88,155.0,185.42,Southpaw,1986-11-21,13,68%,6,32%,0,0%,0.0,0%,2.67,43%,3.56,43%,1.25,27%,45%
Sammy Morgan,177.8,170.0,NA,Orthodox,1981-09-28,18,60%,12,40%,0,0%,0.0,0%,1.05,22%,3.74,NA,1.43,NA,0%
Peggy Morgan,185.42,135.0,NA,NA,1979-12-16,4,50%,4,50%,0,0%,0.0,0%,2.27,23%,8.2,33%,0.0,NA,50%
Alexander Morgan,177.8,145.0,180.34,Orthodox,1991-05-14,11,69%,5,31%,0,0%,0.0,0%,3.71,44%,2.78,47%,0.0,NA,0%
Alex Morono,180.34,170.0,182.88,Orthodox,1990-08-16,24,67%,11,31%,0,0%,1.0,3%,4.96,NA,4.56,57%,0.34,25%,47%
Maryna Moroz,170.18,125.0,170.18,Orthodox,1991-09-08,11,65%,6,35%,0,0%,0.0,0%,4.42,33%,4.89,51%,0.7,24%,42%
Sergey Morozov,167.64,135.0,170.18,Orthodox,1989-06-14,19,79%,5,21%,0,0%,0.0,0%,3.01,43%,2.97,61%,3.63,31%,68%
Brad Morris,187.96,205.0,NA,Orthodox,1979-11-01,10,62%,6,38%,0,0%,0.0,0%,0.5,62%,6.95,27%,0.0,NA,0%
Scott Morris,177.8,210.0,NA,Orthodox,NA,2,67%,1,33%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Anthony Morrison,170.18,145.0,NA,Orthodox,1984-03-29,20,61%,12,36%,0,0%,1.0,3%,1.7,33%,0.49,NA,0.0,NA,50%
Jack Morrison,180.34,205.0,NA,NA,NA,0,0%,3,100%,0,0%,0.0,0%,NA,NA,19.31,NA,0.0,NA,0%
Harry Moskowitz,195.58,275.0,NA,Orthodox,NA,6,33%,12,67%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Carlos Mota,162.56,125.0,175.26,Orthodox,1995-04-15,8,80%,2,20%,0,0%,0.0,0%,0.8,41%,1.13,54%,0.0,NA,50%
Miki Motono,157.48000000000002,115.0,160.02,Southpaw,1994-05-18,8,62%,5,38%,0,0%,0.0,0%,1.27,27%,4.2,57%,3.0,NA,0%
Juan Mott,182.88,190.0,NA,Switch,NA,3,43%,4,57%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Nikolas Motta,175.26,155.0,177.8,Orthodox,1993-02-08,15,71%,5,24%,0,0%,1.0,5%,3.64,37%,4.5,56%,0.0,NA,82%
Flavio Luiz Moura,180.34,183.0,NA,Open Stance,NA,19,73%,7,27%,0,0%,0.0,0%,0.67,16%,NA,NA,0.0,NA,0%
Eduarda Moura,167.64,125.0,167.64,Orthodox,1994-02-28,11,92%,1,8%,0,0%,0.0,0%,2.6,49%,2.45,53%,4.37,35%,100%
Gegard Mousasi,187.96,185.0,193.04,Orthodox,1985-08-01,42,84%,6,12%,2,4%,0.0,0%,3.75,NA,1.21,68%,1.59,NA,59%
Kris Moutinho,170.18,135.0,172.72,Southpaw,1992-08-09,9,60%,6,40%,0,0%,0.0,0%,4.86,32%,15.48,28%,0.0,NA,0%
Kin Moy,165.1,135.0,NA,NA,NA,8,73%,3,27%,0,0%,0.0,0%,2.3,33%,1.93,62%,1.67,42%,50%
Jamie Moyle,154.94,115.0,165.1,Orthodox,1989-03-17,4,57%,3,43%,0,0%,0.0,0%,4.51,51%,4.0,65%,1.0,21%,50%
Askar Mozharov,190.5,205.0,187.96,Orthodox,1994-10-26,19,59%,13,41%,0,0%,0.0,0%,0.43,18%,4.07,13%,0.0,NA,33%
Garrett Mueller,175.26,135.0,NA,NA,1989-01-29,3,50%,3,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Lauren Mueller,165.1,125.0,170.18,Orthodox,1991-11-15,5,62%,3,38%,0,0%,0.0,0%,4.08,41%,3.77,58%,0.7,NA,71%
Belal Muhammad,180.34,170.0,182.88,Orthodox,1988-07-09,24,86%,3,11%,0,0%,1.0,4%,4.39,43%,3.48,57%,2.28,39%,89%
Fazlo Mulabitinovic,NA,135.0,NA,NA,NA,4,67%,2,33%,0,0%,0.0,0%,0.54,16%,NA,NA,0.0,NA,0%
Quinn Mulhern,190.5,155.0,NA,Orthodox,1984-09-20,18,82%,4,18%,0,0%,0.0,0%,1.48,28%,2.09,51%,1.36,NA,33%
James Mulheron,177.8,243.0,185.42,Orthodox,1988-02-20,11,85%,2,15%,0,0%,0.0,0%,2.4,31%,3.47,42%,0.0,NA,25%
Jamie Mullarkey,182.88,155.0,187.96,Orthodox,1994-08-17,17,68%,8,32%,0,0%,0.0,0%,4.39,46%,4.53,53%,2.31,34%,78%
Jim Mullen,185.42,215.0,NA,Southpaw,NA,0,0%,2,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Melissa Mullins,170.18,135.0,172.72,Orthodox,1991-07-23,7,88%,1,12%,0,0%,0.0,0%,3.43,56%,3.26,49%,1.53,37%,85%
Pedro Munhoz,167.64,135.0,165.1,Orthodox,1986-09-07,20,62%,10,31%,0,0%,2.0,6%,5.38,41%,6.29,55%,0.48,16%,82%
Andre Muniz,185.42,185.0,198.12,Southpaw,1990-02-17,24,80%,6,20%,0,0%,0.0,0%,1.97,NA,1.99,54%,4.23,NA,35%
Mark Munoz,182.88,185.0,180.34,Orthodox,1978-02-09,14,70%,6,30%,0,0%,0.0,0%,3.12,51%,2.26,57%,3.17,29%,57%
Alexander Munoz,175.26,155.0,182.88,Switch,1990-02-27,7,78%,2,22%,0,0%,0.0,0%,3.7,42%,4.73,55%,3.0,NA,100%
Johnny Munoz,175.26,135.0,180.34,Orthodox,1993-02-16,12,75%,4,25%,0,0%,0.0,0%,2.44,36%,2.66,55%,2.4,25%,45%
Andy Murad,175.26,185.0,NA,NA,NA,15,88%,2,12%,0,0%,0.0,0%,2.6,76%,2.87,32%,1.0,NA,42%
Olivier Murad,177.8,145.0,182.88,Southpaw,1993-12-21,6,100%,0,0%,0,0%,0.0,0%,2.6,36%,2.2,61%,1.0,NA,55%
Makhmud Muradov,187.96,185.0,190.5,Orthodox,1990-02-08,26,74%,8,23%,0,0%,1.0,3%,4.21,43%,2.57,61%,3.03,66%,77%
Kazunari Murakami,185.42,220.0,NA,Orthodox,1973-11-29,5,50%,5,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Ryuichi Murata,172.72,183.0,NA,Orthodox,NA,8,67%,3,25%,1,8%,0.0,0%,0.84,36%,1.89,NA,4.74,NA,100%
Kanako Murata,154.94,115.0,157.48,Orthodox,1993-08-10,12,80%,3,20%,0,0%,0.0,0%,2.15,56%,2.4,53%,3.38,56%,100%
Ailiya Muratbek,NA,155.0,NA,NA,NA,9,82%,2,18%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Vince Murdock,167.64,145.0,162.56,Orthodox,1991-03-21,12,71%,4,24%,0,0%,1.0,6%,1.21,21%,7.17,NA,0.0,NA,0%
Samandar Murodov,185.42,170.0,190.5,Orthodox,1999-08-28,11,100%,0,0%,0,0%,0.0,0%,1.5,75%,0.5,44%,6.01,66%,0%
Tom Murphy,187.96,227.0,NA,Southpaw,1974-11-19,8,100%,0,0%,0,0%,0.0,0%,2.5,71%,0.17,84%,7.51,85%,0%
Ian Murphy,185.42,185.0,NA,Orthodox,1985-06-14,1,50%,1,50%,0,0%,0.0,0%,NA,NA,1.93,NA,4.13,NA,0%
Jon Murphy,190.5,260.0,NA,Orthodox,1977-08-09,6,60%,4,40%,0,0%,0.0,0%,3.93,66%,8.85,43%,0.0,NA,0%
Lauren Murphy,165.1,125.0,170.18,Orthodox,1983-07-27,16,73%,6,27%,0,0%,0.0,0%,4.05,39%,5.25,55%,1.03,25%,69%
Patrick Murphy,182.88,170.0,NA,NA,NA,5,62%,3,38%,0,0%,0.0,0%,3.4,66%,0.8,42%,0.0,NA,50%
Lerone Murphy,175.26,145.0,185.42,Orthodox,1991-07-22,15,94%,0,0%,1,6%,0.0,0%,4.8,54%,2.67,NA,1.78,54%,48%
Lee Murray,190.5,185.0,NA,Orthodox,1977-09-12,8,67%,2,17%,1,8%,1.0,8%,0.36,15%,3.28,32%,0.9,NA,42%
Jesse Murray,190.5,205.0,198.12,Orthodox,1993-01-26,8,67%,4,33%,0,0%,0.0,0%,2.38,28%,7.72,43%,0.0,NA,0%
Khalid Murtazaliev,182.88,185.0,193.04,Orthodox,1993-07-15,14,88%,2,12%,0,0%,0.0,0%,4.8,69%,0.4,78%,7.5,NA,33%
Azamat Murzakanov,177.8,205.0,180.34,Southpaw,1989-04-12,14,100%,0,0%,0,0%,0.0,0%,4.72,56%,2.9,61%,0.62,15%,83%
Josias Musasa,172.72,135.0,187.96,Southpaw,1998-10-10,7,100%,0,0%,0,0%,0.0,0%,3.33,44%,4.53,27%,1.0,NA,75%
Nicholas Musoke,182.88,170.0,190.5,Orthodox,1986-04-05,13,68%,5,26%,0,0%,1.0,5%,3.56,35%,3.8,57%,1.16,19%,82%
Andre Mussi,190.5,242.0,NA,Orthodox,NA,11,69%,5,31%,0,0%,0.0,0%,NA,NA,10.59,35%,0.0,NA,0%
Magomed Mustafaev,172.72,155.0,180.34,Orthodox,1988-08-02,14,78%,4,22%,0,0%,0.0,0%,2.59,58%,2.68,41%,3.31,NA,23%
Max Mustaki,182.88,155.0,NA,Orthodox,1987-11-07,6,67%,3,33%,0,0%,0.0,0%,8.2,NA,13.0,45%,0.0,NA,0%
Elvis Mutapcic,182.88,185.0,182.88,Orthodox,1986-07-19,15,68%,6,27%,1,5%,0.0,0%,3.41,NA,4.27,38%,0.0,NA,81%
Fiona Muxlow,162.56,145.0,NA,NA,1977-05-13,6,67%,3,33%,0,0%,0.0,0%,1.44,27%,5.45,34%,0.0,NA,0%
Ho Bae Myeon,180.34,168.0,NA,Orthodox,NA,13,68%,5,26%,1,5%,0.0,0%,3.16,16%,3.16,83%,0.0,NA,0%
Katsuhiko Nagata,170.18,154.0,NA,Southpaw,1973-10-31,6,38%,7,44%,3,19%,0.0,0%,1.05,19%,1.5,63%,0.98,28%,28%
Yuji Nagata,182.88,225.0,NA,Orthodox,1968-04-24,0,0%,2,100%,0,0%,0.0,0%,1.45,NA,14.46,4%,0.0,NA,0%
Greg Nagy,185.42,210.0,NA,Orthodox,1983-10-18,1,25%,3,75%,0,0%,0.0,0%,0.41,NA,2.69,37%,0.0,NA,0%
Logan Nail,NA,185.0,NA,NA,1989-06-20,1,50%,1,50%,0,0%,0.0,0%,1.93,51%,2.27,39%,0.0,NA,37%
Muhammad Naimov,175.26,145.0,177.8,Orthodox,1994-08-07,11,79%,3,21%,0,0%,0.0,0%,3.18,43%,4.28,42%,1.8,NA,57%
Yukiya Naito,185.42,205.0,NA,Orthodox,NA,15,65%,6,26%,2,9%,0.0,0%,1.54,33%,5.13,NA,0.0,NA,0%
Yura Naito,182.88,185.0,187.96,Orthodox,1996-04-26,6,86%,1,14%,0,0%,0.0,0%,1.22,44%,5.33,28%,1.67,9%,0%
Andrews Nakahara,185.42,185.0,NA,Orthodox,1983-03-12,5,45%,4,36%,2,18%,0.0,0%,2.68,44%,1.9,57%,0.0,NA,72%
Rin Nakai,154.94,135.0,NA,Orthodox,1986-10-22,19,86%,2,9%,1,5%,0.0,0%,1.57,33%,3.9,NA,3.0,18%,75%
Kazuhiro Nakamura,180.34,205.0,177.8,Orthodox,1979-07-16,21,62%,13,38%,0,0%,0.0,0%,1.56,37%,1.83,59%,1.73,36%,42%
Keita Nakamura,180.34,170.0,185.42,Southpaw,1984-05-22,34,72%,10,21%,2,4%,1.0,2%,2.23,36%,3.2,58%,1.65,48%,63%
Daisuke Nakamura,170.18,154.0,NA,Orthodox,1980-06-10,28,58%,19,40%,1,2%,0.0,0%,0.94,NA,1.38,61%,0.46,NA,30%
Yusaku Nakamura,165.1,145.0,NA,NA,1986-06-21,14,74%,4,21%,1,5%,0.0,0%,1.72,45%,3.67,55%,0.0,NA,83%
Rinya Nakamura,170.18,135.0,172.72,Southpaw,1995-03-23,9,100%,0,0%,0,0%,0.0,0%,3.53,54%,1.38,67%,3.72,NA,100%
Tokitaka Nakanishi,167.64,135.0,167.64,Orthodox,1996-07-28,12,75%,4,25%,0,0%,0.0,0%,1.1,44%,1.57,45%,3.0,37%,0%
Jutaro Nakao,175.26,170.0,NA,Southpaw,1970-11-30,25,52%,19,40%,4,8%,0.0,0%,0.53,38%,1.06,44%,0.38,NA,56%
Yoshihiro Nakao,182.88,220.0,NA,Southpaw,1972-06-25,9,64%,3,21%,0,0%,2.0,14%,1.73,35%,2.06,64%,2.69,46%,0%
Yui Chul Nam,175.26,145.0,NA,Orthodox,1981-07-16,18,67%,8,30%,1,4%,0.0,0%,3.53,51%,2.0,48%,1.33,16%,57%
Tyson Nam,170.18,125.0,172.72,Orthodox,1983-10-06,21,58%,14,39%,1,3%,0.0,0%,3.87,33%,4.97,65%,0.0,NA,87%
Rose Namajunas,165.1,125.0,165.1,Orthodox,1992-06-29,14,67%,7,33%,0,0%,0.0,0%,3.71,42%,3.48,63%,1.46,NA,61%
Yasuhito Namekawa,175.26,205.0,NA,Orthodox,1974-10-27,25,56%,16,36%,4,9%,0.0,0%,0.14,NA,3.65,38%,2.11,25%,0%
Nad Narimani,172.72,145.0,177.8,Orthodox,1987-04-14,12,75%,4,25%,0,0%,0.0,0%,3.33,42%,3.0,58%,1.92,41%,70%
Roger Narvaez,190.5,185.0,NA,Southpaw,1983-09-09,8,73%,3,27%,0,0%,0.0,0%,2.12,37%,3.32,64%,0.0,NA,50%
Fabio Nascimento,177.8,185.0,NA,Orthodox,NA,11,65%,6,35%,0,0%,0.0,0%,2.94,38%,4.63,55%,0.0,NA,55%
Allan Nascimento,172.72,125.0,175.26,Orthodox,1991-09-11,20,77%,6,23%,0,0%,0.0,0%,3.21,61%,2.28,NA,1.55,26%,16%
Rodrigo Nascimento,187.96,246.0,203.2,Orthodox,1992-11-26,11,73%,3,20%,0,0%,1.0,7%,3.71,47%,4.34,44%,1.02,37%,60%
Bobby Nash,182.88,170.0,187.96,Orthodox,1990-03-26,8,67%,4,33%,0,0%,0.0,0%,3.42,37%,3.95,51%,2.37,33%,100%
Reza Nasri,180.34,205.0,NA,Orthodox,NA,0,0%,1,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Nasrudin Nasrudinov,182.88,205.0,180.34,Orthodox,1991-10-06,9,90%,1,10%,0,0%,0.0,0%,1.03,87%,0.29,75%,2.2,NA,40%
Pawel Nastula,182.88,230.0,NA,Southpaw,1970-06-26,5,45%,6,55%,0,0%,0.0,0%,1.3,43%,1.73,NA,3.0,NA,0%
Rafael Natal,182.88,185.0,195.58,Orthodox,1982-12-25,21,68%,9,29%,1,3%,0.0,0%,3.1,47%,2.48,57%,2.55,34%,77%
Kevin Natividad,167.64,135.0,177.8,Orthodox,1993-04-02,9,69%,4,31%,0,0%,0.0,0%,2.68,34%,4.29,47%,3.66,NA,83%
Ismail Naurdiev,177.8,185.0,187.96,Orthodox,1996-08-18,24,77%,7,23%,0,0%,0.0,0%,3.41,53%,1.52,66%,1.6,NA,72%
Danny Navarro,177.8,155.0,NA,NA,1983-05-27,17,71%,7,29%,0,0%,0.0,0%,3.83,32%,4.62,57%,2.17,25%,100%
Marcio Navarro,182.88,155.0,NA,NA,1978-09-17,14,50%,14,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Tafon Nchukwi,182.88,185.0,195.58,Orthodox,1994-10-14,6,60%,4,40%,0,0%,0.0,0%,5.57,52%,4.11,54%,0.76,57%,64%
Dustin Neace,175.26,145.0,175.26,NA,1986-09-12,25,52%,21,44%,1,2%,1.0,2%,2.08,32%,2.66,56%,0.0,NA,0%
Josh Neal,182.88,185.0,NA,NA,NA,5,31%,11,69%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Joe Neal,167.64,135.0,NA,NA,1986-07-29,6,75%,2,25%,0,0%,0.0,0%,1.87,19%,3.8,66%,0.0,NA,0%
Geoff Neal,180.34,170.0,190.5,Southpaw,1990-08-28,16,73%,6,27%,0,0%,0.0,0%,5.05,51%,5.44,57%,0.56,NA,87%
Stanislav Nedkov,180.34,205.0,180.34,Orthodox,1981-12-09,12,80%,2,13%,0,0%,1.0,7%,3.33,43%,5.39,43%,2.77,41%,0%
Josh Neer,180.34,170.0,182.88,Orthodox,1983-03-24,36,68%,16,30%,1,2%,0.0,0%,3.29,46%,3.63,58%,1.09,34%,46%
Nicolae Negumereanu,182.88,205.0,198.12,Orthodox,1994-09-04,13,87%,2,13%,0,0%,0.0,0%,3.58,41%,5.56,39%,1.02,28%,62%
Steve Nelmark,182.88,240.0,NA,Orthodox,NA,2,67%,1,33%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Shane Nelson,175.26,155.0,177.8,Southpaw,1984-11-29,16,70%,7,30%,0,0%,0.0,0%,1.38,31%,2.84,61%,1.31,18%,54%
Roy Nelson,182.88,263.0,185.42,Orthodox,1976-06-20,22,61%,14,39%,0,0%,0.0,0%,2.18,36%,4.79,46%,1.14,27%,65%
Gunnar Nelson,180.34,170.0,182.88,Switch,1988-07-28,19,76%,5,20%,1,4%,0.0,0%,1.84,61%,3.0,49%,1.9,59%,66%
Kyle Nelson,180.34,145.0,180.34,Switch,1991-04-20,16,70%,6,26%,1,4%,0.0,0%,3.51,45%,4.72,51%,1.06,NA,73%
Lissette Neri,157.48000000000002,145.0,NA,NA,1987-08-05,6,60%,4,40%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Mario Neto,182.88,229.0,NA,Orthodox,NA,13,72%,5,28%,0,0%,0.0,0%,1.89,NA,1.89,NA,2.84,NA,0%
